"","IncidentType","Category","FloorConditions","Weather","RiskAssessment","IncidentLocation","OccurredOnEmployerPremises","InjuredPartyType","EmplType","WasProtectiveClothingWorn","WasMechHandlingEquiUsed","LengthEmplCat","TotalDaysUnfitForWork","RiddorReportable","InjuredPartysAge","Brand","Months"
"4601","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","Machinery Operative","Y","N","1-2 Years",0,"N",35,"Jewson","August"
"4602","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","N","Offices/Showroom","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",43,"Jewson","July"
"4603","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","Y","N","20+ Years",0,"N",57,"Jewson","December"
"4604","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",59,"Jewson","April"
"4605","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",34,"Jewson","September"
"4606","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","2-3 Years",0,"N",63,"Jewson","September"
"4607","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Hot","Y","Offsite","Y","Full-Time","Yard/Warehouse Operative","N","N","0-3 Months",0,"N",57,"Jewson","June"
"4608","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","HGV/LGV Driver","N","N","1-2 Years",0,"N",37,"Jewson","June"
"4609","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",62,"Jewson","October"
"4610","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","Y","Production/Processing","Y","Full-Time","Counter Sales Staff","N","N","1-2 Years",0,"N",52,"Jewson","December"
"4611","First Aid Injury (TF3)","Fall from a height","Wet","Wind","Y","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","10-20 Years",0,"N",48,"Jewson","October"
"4612","First Aid Injury (TF3)","Struck against stationary object","Normal","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","2-3 Years",0,"N",52,"Jewson","January"
"4613","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","2-3 Years",0,"N",63,"Jewson","September"
"4614","First Aid Injury (TF3)","Manual Handling","Dry","Wet/Cold","Y","Offsite","Y","Full-Time","Internal Sales Office Staff","Y","N","3-5 Years",0,"N",47,"Jewson","September"
"4615","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Wind","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",52,"Jewson","July"
"4616","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","N","N","10-20 Years",0,"N",62,"Jewson","December"
"4617","First Aid Injury (TF3)","Physical assault","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","10-20 Years",0,"N",48,"Jewson","September"
"4618","First Aid Injury (TF3)","Physical assault","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Counter Sales Staff","N","N","3-5 Years",0,"N",47,"Jewson","August"
"4619","First Aid Injury (TF3)","Physical assault","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",62,"Jewson","June"
"4620","First Aid Injury (TF3)","Physical assault","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","2-3 Years",0,"N",39,"Jewson","December"
"4621","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","3-6 Months",0,"N",38,"Jewson","December"
"4622","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","N","Offsite","Y","Full-Time","Field Based Employee/Sales","N","N","5-10 Years",0,"N",34,"Jewson","January"
"4623","First Aid Injury (TF3)","Physical assault","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",35,"Jewson","January"
"4624","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",62,"Jewson","March"
"4625","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Part-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",26,"Jewson","March"
"4626","First Aid Injury (TF3)","Physical assault","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",0,"N",50,"Jewson","April"
"4627","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offsite","Y","Member Of Public","HGV/LGV Driver","N","N","1-2 Years",0,"Y",54,"Jewson","September"
"4628","First Aid Injury (TF3)","Contact with moving machinery","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","2-3 Years",0,"N",32,"Jewson","October"
"4629","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","N","N","10-20 Years",0,"N",47,"Jewson","April"
"4630","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",47,"Jewson","April"
"4631","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",64,"Jewson","August"
"4632","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Production/Processing","Y","Full-Time","Machinery Operative","Y","N","20+ Years",0,"N",47,"Jewson","September"
"4633","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",32,"Jewson","December"
"4634","First Aid Injury (TF3)","Manual Handling","Dry","Wet/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",66,"Jewson","June"
"4635","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","Y","N","6-12 Months",0,"N",37,"Jewson","December"
"4636","First Aid Injury (TF3)","Struck against stationary object","Dry","Icy/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",37,"Jewson","August"
"4637","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Customer","Counter Sales Staff","N","N","1-2 Years",0,"N",30,"Jewson","January"
"4638","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Representative","Y","N","20+ Years",0,"N",57,"Jewson","July"
"4639","First Aid Injury (TF3)","Struck against stationary object","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",66,"Jewson","July"
"4640","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",64,"Jewson","December"
"4641","First Aid Injury (TF3)","Exposed to fire or heat","Dry","Dry/Cold","N","Offices/Showroom","Y","Part-Time","Counter Sales Staff","N","N","2-3 Years",0,"N",32,"Jewson","November"
"4642","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Customer","Internal Sales Office Staff","N","N","20+ Years",0,"N",38,"Jewson","May"
"4643","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","20+ Years",0,"N",60,"Jewson","February"
"4644","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"Y",31,"Jewson","February"
"4645","First Aid Injury (TF3)","Struck against stationary object","Wet","Wind","N","Maintenance Workshop/Area","Y","Full-Time","Management Staff","Y","N","1-2 Years",0,"N",58,"Jewson","May"
"4646","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",33,"Jewson","July"
"4647","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",56,"Jewson","December"
"4648","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",49,"Jewson","May"
"4649","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",33,"Jewson","August"
"4650","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",33,"Jewson","January"
"4651","First Aid Injury (TF3)","Fall from a height","Wet","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",33,"Jewson","March"
"4652","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","3-5 Years",0,"N",32,"Jewson","October"
"4653","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Member Of Public","Machinery Operative","N","N","3-5 Years",0,"N",56,"Jewson","May"
"4654","First Aid Injury (TF3)","Involving Forklift Truck (FLT)","Dry","Dry/Cold","N","Warehouse","Y","Customer","Counter Sales Staff","N","Y","20+ Years",0,"N",28,"Jewson","April"
"4655","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","Y","N","3-5 Years",0,"N",52,"Jewson","April"
"4656","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","10-20 Years",0,"N",33,"Jewson","July"
"4657","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","3-5 Years",0,"N",52,"Jewson","January"
"4658","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",37,"Jewson","August"
"4659","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","Y","Stockyard","Y","Contractor (<=10hrs/wk)","HGV/LGV Driver","Y","N","1-2 Years",0,"Y",34,"Jewson","December"
"4660","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",37,"Jewson","April"
"4661","First Aid Injury (TF3)","Contact with electric current","Dry","Dry/Cold","N","Offices/Showroom","Y","Contractor (<=10hrs/wk)","Counter Sales Staff","N","N","3-5 Years",0,"N",65,"Jewson","October"
"4662","First Aid Injury (TF3)","Fall from a height","Normal","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","N","N","5-10 Years",0,"N",72,"Jewson","July"
"4663","First Aid Injury (TF3)","Fall from a height","Dry","Icy/Cold","Y","Warehouse","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",57,"Jewson","May"
"4664","First Aid Injury (TF3)","Struck against stationary object","Normal","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","N","N","5-10 Years",0,"N",42,"Jewson","August"
"4665","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",42,"Jewson","December"
"4666","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","6-12 Months",0,"N",36,"Jewson","July"
"4667","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Stockyard","Y","Temporary Worker/Agency","HGV/LGV Driver","N","Y","5-10 Years",0,"N",59,"Jewson","October"
"4668","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",47,"Jewson","September"
"4669","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",35,"Jewson","June"
"4670","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",57,"Jewson","June"
"4671","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",35,"Jewson","December"
"4672","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","20+ Years",0,"N",49,"Jewson","February"
"4673","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wind","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",37,"Jewson","March"
"4674","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",45,"Jewson","April"
"4675","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",21,"Jewson","May"
"4676","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",26,"Jewson","March"
"4677","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",0,"N",56,"Jewson","April"
"4678","First Aid Injury (TF3)","Struck against stationary object","Normal","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","20+ Years",0,"N",49,"Jewson","August"
"4679","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",57,"Jewson","February"
"4680","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",57,"Jewson","December"
"4681","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",56,"Jewson","February"
"4682","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","Management Staff","Y","N","3-5 Years",0,"N",30,"Jewson","May"
"4683","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",57,"Jewson","May"
"4684","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Mezanine","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",26,"Jewson","April"
"4685","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","2-3 Years",0,"N",26,"Jewson","May"
"4686","First Aid Injury (TF3)","Manual Handling","Normal","Icy/Cold","N","Offsite","Y","Full-Time","Yard/Warehouse Operative","N","N","6-12 Months",0,"N",48,"George Boyd","May"
"4687","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",59,"George Boyd","October"
"4688","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",48,"George Boyd","May"
"4689","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",48,"George Boyd","July"
"4690","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",36,"George Boyd","October"
"4691","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","N","N","1-2 Years",0,"N",36,"George Boyd","November"
"4692","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","Yard/Warehouse Operative","N","N","2-3 Years",0,"N",36,"George Boyd","September"
"4693","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Member Of Public","Counter Sales Staff","N","N","5-10 Years",0,"N",31,"Jewson","September"
"4694","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",55,"Jewson","December"
"4695","First Aid Injury (TF3)","Contact with moving machinery","Normal","Wet/Hot","N","Maintenance Workshop/Area","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",26,"Jewson","September"
"4696","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","PermanentContractor(>10hrs/wk)","Yard/Warehouse Operative","Y","N","3-6 Months",0,"Y",42,"Jewson","June"
"4697","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",48,"Jewson","December"
"4698","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Hot","N","Stockyard","Y","Member Of Public","Yard/Warehouse Operative","N","N","0-3 Months",0,"N",54,"Jewson","February"
"4699","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","0-3 Months",0,"N",51,"Jewson","May"
"4700","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offices/Showroom","Y","Part-Time","Internal Sales Office Staff","N","N","10-20 Years",0,"N",32,"Jewson","March"
"4701","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wind","N","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","10-20 Years",0,"N",69,"Jewson","March"
"4702","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",49,"Jewson","June"
"4703","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",37,"Jewson","September"
"4704","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",27,"Jewson","June"
"4705","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",27,"Jewson","April"
"4706","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",66,"Jewson","July"
"4707","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","N","Offices/Showroom","Y","Full-Time","Management Staff","N","N","5-10 Years",0,"N",26,"Jewson","April"
"4708","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","3-6 Months",0,"N",49,"Jewson","December"
"4709","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",49,"Jewson","June"
"4710","First Aid Injury (TF3)","Struck by flying objects/debris","Normal","Icy/Cold","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",64,"Jewson","November"
"4711","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",55,"Jewson","October"
"4712","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Temporary Worker/Agency","HGV/LGV Driver","Y","Y","5-10 Years",0,"N",54,"Jewson","December"
"4713","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",68,"Jewson","April"
"4714","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Part-Time","Counter Sales Staff","Y","N","5-10 Years",0,"N",34,"Jewson","May"
"4715","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Management Staff","Y","N","5-10 Years",0,"N",40,"Graham","August"
"4716","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","10-20 Years",0,"N",68,"Jewson","January"
"4717","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Counter Sales Staff","N","Y","10-20 Years",0,"N",26,"Jewson","December"
"4718","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","Counter Sales Staff","Y","N","10-20 Years",0,"N",45,"Jewson","June"
"4719","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",55,"Jewson","May"
"4720","First Aid Injury (TF3)","Struck by flying objects/debris","Normal","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Management Staff","Y","N","0-3 Months",0,"N",42,"Jewson","May"
"4721","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","2-3 Years",0,"N",48,"Jewson","June"
"4722","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","5-10 Years",0,"N",34,"Jewson","June"
"4723","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","3-6 Months",0,"N",19,"Jewson","March"
"4724","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Customer","Counter Sales Staff","N","N","10-20 Years",0,"N",62,"Jewson","August"
"4725","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","Y","3-5 Years",0,"N",48,"Jewson","February"
"4726","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","N","N","2-3 Years",0,"N",48,"Jewson","May"
"4727","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","N","N","3-5 Years",0,"N",48,"Jewson","April"
"4728","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","0-3 Months",0,"N",37,"Jewson","February"
"4729","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","3-5 Years",0,"N",48,"Jewson","May"
"4730","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","2-3 Years",0,"N",29,"Jewson","March"
"4731","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"Y",52,"Jewson","April"
"4732","First Aid Injury (TF3)","Struck by flying objects/debris","Normal","Dry/Cold","N","Stockyard","Y","Contractor (<=10hrs/wk)","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",41,"Jewson","March"
"4733","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"Y",57,"Jewson","April"
"4734","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Wind","Y","Stockyard","Y","Full-Time","Machinery Operative","Y","N","0-3 Months",0,"N",29,"Jewson","October"
"4735","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","5-10 Years",0,"N",44,"Jewson","August"
"4736","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","N","Temporary Worker/Agency","Management Staff","Y","N","5-10 Years",0,"N",47,"Jewson","March"
"4737","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",33,"Jewson","June"
"4738","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","N","N","10-20 Years",0,"N",27,"Gibbs and Dandy Group","July"
"4739","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Management Staff","Y","N","2-3 Years",0,"N",67,"Gibbs and Dandy Group","December"
"4740","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",37,"Gibbs and Dandy Group","October"
"4741","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",36,"Gibbs and Dandy Group","February"
"4742","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","N","N","0-3 Months",0,"N",59,"Jewson","August"
"4743","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","N","N","6-12 Months",0,"Y",40,"Jewson","June"
"4744","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",0,"N",59,"Jewson","November"
"4745","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","Y","N","1-2 Years",0,"N",47,"Jewson","October"
